service,start_time,end_time,consumption
ELECTRIC,2026-08-26 15:15:00-04:00,2026-08-26 15:29:59-04:00,-125
ELECTRIC,2026-08-26 15:30:00-04:00,2026-08-26 15:44:59-04:00,-541
ELECTRIC,2026-08-26 15:45:00-04:00,2026-08-26 15:59:59-04:00,-157
ELECTRIC,2026-08-26 16:00:00-04:00,2026-08-26 16:14:59-04:00,0
ELECTRIC,2026-08-26 16:15:00-04:00,2026-08-26 16:29:59-04:00,-12
ELECTRIC,2026-08-26 16:30:00-04:00,2026-08-26 16:44:59-04:00,-3
ELECTRIC,2026-08-26 16:45:00-04:00,2026-08-26 16:59:59-04:00,0
ELECTRIC,2026-08-26 17:00:00-04:00,2026-08-26 17:14:59-04:00,0
ELECTRIC,2026-08-26 17:15:00-04:00,2026-08-26 17:29:59-04:00,-7
ELECTRIC,2026-08-26 17:30:00-04:00,2026-08-26 17:44:59-04:00,-151
ELECTRIC,2026-08-26 17:45:00-04:00,2026-08-26 17:59:59-04:00,0
ELECTRIC,2026-08-26 18:00:00-04:00,2026-08-26 18:14:59-04:00,0
ELECTRIC,2026-08-26 18:15:00-04:00,2026-08-26 18:29:59-04:00,0
ELECTRIC,2026-08-26 18:30:00-04:00,2026-08-26 18:44:59-04:00,0
ELECTRIC,2026-08-26 18:45:00-04:00,2026-08-26 18:59:59-04:00,0
ELECTRIC,2026-08-26 19:00:00-04:00,2026-08-26 19:14:59-04:00,0
ELECTRIC,2026-08-26 19:15:00-04:00,2026-08-26 19:29:59-04:00,0
ELECTRIC,2026-08-26 19:30:00-04:00,2026-08-26 19:44:59-04:00,0
ELECTRIC,2026-08-26 19:45:00-04:00,2026-08-26 19:59:59-04:00,0
ELECTRIC,2026-08-26 20:00:00-04:00,2026-08-26 20:14:59-04:00,0
ELECTRIC,2026-08-26 20:15:00-04:00,2026-08-26 20:29:59-04:00,0
ELECTRIC,2026-08-26 20:30:00-04:00,2026-08-26 20:44:59-04:00,0
ELECTRIC,2026-08-26 20:45:00-04:00,2026-08-26 20:59:59-04:00,0
ELECTRIC,2026-08-26 21:00:00-04:00,2026-08-26 21:14:59-04:00,0
ELECTRIC,2026-08-26 21:15:00-04:00,2026-08-26 21:29:59-04:00,0
ELECTRIC,2026-08-26 21:30:00-04:00,2026-08-26 21:44:59-04:00,0
ELECTRIC,2026-08-26 21:45:00-04:00,2026-08-26 21:59:59-04:00,0
ELECTRIC,2026-08-26 22:00:00-04:00,2026-08-26 22:14:59-04:00,0
ELECTRIC,2026-08-26 22:15:00-04:00,2026-08-26 22:29:59-04:00,0
ELECTRIC,2026-08-26 22:30:00-04:00,2026-08-26 22:44:59-04:00,0
ELECTRIC,2026-08-26 22:45:00-04:00,2026-08-26 22:59:59-04:00,0
ELECTRIC,2026-08-26 23:00:00-04:00,2026-08-26 23:14:59-04:00,0
ELECTRIC,2026-08-26 23:15:00-04:00,2026-08-26 23:29:59-04:00,0
ELECTRIC,2026-08-26 23:30:00-04:00,2026-08-26 23:44:59-04:00,0
ELECTRIC,2026-08-26 23:45:00-04:00,2026-08-26 23:59:59-04:00,0
ELECTRIC,2026-08-27 00:00:00-04:00,2026-08-27 00:14:59-04:00,0
ELECTRIC,2026-08-27 00:15:00-04:00,2026-08-27 00:29:59-04:00,0
ELECTRIC,2026-08-27 00:30:00-04:00,2026-08-27 00:44:59-04:00,0
ELECTRIC,2026-08-27 00:45:00-04:00,2026-08-27 00:59:59-04:00,0
ELECTRIC,2026-08-27 01:00:00-04:00,2026-08-27 01:14:59-04:00,0
ELECTRIC,2026-08-27 01:15:00-04:00,2026-08-27 01:29:59-04:00,0
ELECTRIC,2026-08-27 01:30:00-04:00,2026-08-27 01:44:59-04:00,0
ELECTRIC,2026-08-27 01:45:00-04:00,2026-08-27 01:59:59-04:00,0
ELECTRIC,2026-08-27 02:00:00-04:00,2026-08-27 02:14:59-04:00,0
ELECTRIC,2026-08-27 02:15:00-04:00,2026-08-27 02:29:59-04:00,0
ELECTRIC,2026-08-27 02:30:00-04:00,2026-08-27 02:44:59-04:00,0
ELECTRIC,2026-08-27 02:45:00-04:00,2026-08-27 02:59:59-04:00,0
ELECTRIC,2026-08-27 03:00:00-04:00,2026-08-27 03:14:59-04:00,0
ELECTRIC,2026-08-27 03:15:00-04:00,2026-08-27 03:29:59-04:00,0
ELECTRIC,2026-08-27 03:30:00-04:00,2026-08-27 03:44:59-04:00,0
ELECTRIC,2026-08-27 03:45:00-04:00,2026-08-27 03:59:59-04:00,0
ELECTRIC,2026-08-27 04:00:00-04:00,2026-08-27 04:14:59-04:00,0
ELECTRIC,2026-08-27 04:15:00-04:00,2026-08-27 04:29:59-04:00,0
ELECTRIC,2026-08-27 04:30:00-04:00,2026-08-27 04:44:59-04:00,0
ELECTRIC,2026-08-27 04:45:00-04:00,2026-08-27 04:59:59-04:00,0
ELECTRIC,2026-08-27 05:00:00-04:00,2026-08-27 05:14:59-04:00,0
ELECTRIC,2026-08-27 05:15:00-04:00,2026-08-27 05:29:59-04:00,0
ELECTRIC,2026-08-27 05:30:00-04:00,2026-08-27 05:44:59-04:00,0
ELECTRIC,2026-08-27 05:45:00-04:00,2026-08-27 05:59:59-04:00,0
ELECTRIC,2026-08-27 06:00:00-04:00,2026-08-27 06:14:59-04:00,0
ELECTRIC,2026-08-27 06:15:00-04:00,2026-08-27 06:29:59-04:00,0
ELECTRIC,2026-08-27 06:30:00-04:00,2026-08-27 06:44:59-04:00,0
ELECTRIC,2026-08-27 06:45:00-04:00,2026-08-27 06:59:59-04:00,0
ELECTRIC,2026-08-27 07:00:00-04:00,2026-08-27 07:14:59-04:00,0
ELECTRIC,2026-08-27 07:15:00-04:00,2026-08-27 07:29:59-04:00,0
ELECTRIC,2026-08-27 07:30:00-04:00,2026-08-27 07:44:59-04:00,0
ELECTRIC,2026-08-27 07:45:00-04:00,2026-08-27 07:59:59-04:00,0
ELECTRIC,2026-08-27 08:00:00-04:00,2026-08-27 08:14:59-04:00,0
ELECTRIC,2026-08-27 08:15:00-04:00,2026-08-27 08:29:59-04:00,0
ELECTRIC,2026-08-27 08:30:00-04:00,2026-08-27 08:44:59-04:00,0
ELECTRIC,2026-08-27 08:45:00-04:00,2026-08-27 08:59:59-04:00,0
ELECTRIC,2026-08-27 09:00:00-04:00,2026-08-27 09:14:59-04:00,0
ELECTRIC,2026-08-27 09:15:00-04:00,2026-08-27 09:29:59-04:00,0
ELECTRIC,2026-08-27 09:30:00-04:00,2026-08-27 09:44:59-04:00,-3
ELECTRIC,2026-08-27 09:45:00-04:00,2026-08-27 09:59:59-04:00,-73
ELECTRIC,2026-08-27 10:00:00-04:00,2026-08-27 10:14:59-04:00,-6
ELECTRIC,2026-08-27 10:15:00-04:00,2026-08-27 10:29:59-04:00,-67
ELECTRIC,2026-08-27 10:30:00-04:00,2026-08-27 10:44:59-04:00,-221
ELECTRIC,2026-08-27 10:45:00-04:00,2026-08-27 10:59:59-04:00,-401
ELECTRIC,2026-08-27 11:00:00-04:00,2026-08-27 11:14:59-04:00,-23
ELECTRIC,2026-08-27 11:15:00-04:00,2026-08-27 11:29:59-04:00,-318
ELECTRIC,2026-08-27 11:30:00-04:00,2026-08-27 11:44:59-04:00,-503
ELECTRIC,2026-08-27 11:45:00-04:00,2026-08-27 11:59:59-04:00,-292
ELECTRIC,2026-08-27 12:00:00-04:00,2026-08-27 12:14:59-04:00,-318
ELECTRIC,2026-08-27 12:15:00-04:00,2026-08-27 12:29:59-04:00,-370
ELECTRIC,2026-08-27 12:30:00-04:00,2026-08-27 12:44:59-04:00,-186
ELECTRIC,2026-08-27 12:45:00-04:00,2026-08-27 12:59:59-04:00,0
ELECTRIC,2026-08-27 13:00:00-04:00,2026-08-27 13:14:59-04:00,-1
ELECTRIC,2026-08-27 13:15:00-04:00,2026-08-27 13:29:59-04:00,-45
ELECTRIC,2026-08-27 13:30:00-04:00,2026-08-27 13:44:59-04:00,-125
ELECTRIC,2026-08-27 13:45:00-04:00,2026-08-27 13:59:59-04:00,-208
ELECTRIC,2026-08-27 14:00:00-04:00,2026-08-27 14:14:59-04:00,-267
ELECTRIC,2026-08-27 14:15:00-04:00,2026-08-27 14:29:59-04:00,-501
ELECTRIC,2026-08-27 14:30:00-04:00,2026-08-27 14:44:59-04:00,-240
ELECTRIC,2026-08-27 14:45:00-04:00,2026-08-27 14:59:59-04:00,-438
ELECTRIC,2026-08-27 15:00:00-04:00,2026-08-27 15:14:59-04:00,-570
ELECTRIC,2026-08-27 15:15:00-04:00,2026-08-27 15:29:59-04:00,-328
ELECTRIC,2026-08-27 15:30:00-04:00,2026-08-27 15:44:59-04:00,-255
ELECTRIC,2026-08-27 15:45:00-04:00,2026-08-27 15:59:59-04:00,-311
ELECTRIC,2026-08-27 16:00:00-04:00,2026-08-27 16:14:59-04:00,-415
ELECTRIC,2026-08-27 16:15:00-04:00,2026-08-27 16:29:59-04:00,0
ELECTRIC,2026-08-27 16:30:00-04:00,2026-08-27 16:44:59-04:00,0
ELECTRIC,2026-08-27 16:45:00-04:00,2026-08-27 16:59:59-04:00,0
ELECTRIC,2026-08-27 17:00:00-04:00,2026-08-27 17:14:59-04:00,0
ELECTRIC,2026-08-27 17:15:00-04:00,2026-08-27 17:29:59-04:00,0
ELECTRIC,2026-08-27 17:30:00-04:00,2026-08-27 17:44:59-04:00,0
ELECTRIC,2026-08-27 17:45:00-04:00,2026-08-27 17:59:59-04:00,0
ELECTRIC,2026-08-27 18:00:00-04:00,2026-08-27 18:14:59-04:00,0
ELECTRIC,2026-08-27 18:15:00-04:00,2026-08-27 18:29:59-04:00,0
ELECTRIC,2026-08-27 18:30:00-04:00,2026-08-27 18:44:59-04:00,0
ELECTRIC,2026-08-27 18:45:00-04:00,2026-08-27 18:59:59-04:00,0
ELECTRIC,2026-08-27 19:00:00-04:00,2026-08-27 19:14:59-04:00,0
ELECTRIC,2026-08-27 19:15:00-04:00,2026-08-27 19:29:59-04:00,0
ELECTRIC,2026-08-27 19:30:00-04:00,2026-08-27 19:44:59-04:00,0
ELECTRIC,2026-08-27 19:45:00-04:00,2026-08-27 19:59:59-04:00,0
ELECTRIC,2026-08-27 20:00:00-04:00,2026-08-27 20:14:59-04:00,0
ELECTRIC,2026-08-27 20:15:00-04:00,2026-08-27 20:29:59-04:00,0
ELECTRIC,2026-08-27 20:30:00-04:00,2026-08-27 20:44:59-04:00,0
ELECTRIC,2026-08-27 20:45:00-04:00,2026-08-27 20:59:59-04:00,0
ELECTRIC,2026-08-27 21:00:00-04:00,2026-08-27 21:14:59-04:00,0
ELECTRIC,2026-08-27 21:15:00-04:00,2026-08-27 21:29:59-04:00,0
ELECTRIC,2026-08-27 21:30:00-04:00,2026-08-27 21:44:59-04:00,0
ELECTRIC,2026-08-27 21:45:00-04:00,2026-08-27 21:59:59-04:00,0
ELECTRIC,2026-08-27 22:00:00-04:00,2026-08-27 22:14:59-04:00,0
ELECTRIC,2026-08-27 22:15:00-04:00,2026-08-27 22:29:59-04:00,0
ELECTRIC,2026-08-27 22:30:00-04:00,2026-08-27 22:44:59-04:00,0
ELECTRIC,2026-08-27 22:45:00-04:00,2026-08-27 22:59:59-04:00,0
ELECTRIC,2026-08-27 23:00:00-04:00,2026-08-27 23:14:59-04:00,0
ELECTRIC,2026-08-27 23:15:00-04:00,2026-08-27 23:29:59-04:00,0
ELECTRIC,2026-08-27 23:30:00-04:00,2026-08-27 23:44:59-04:00,0
ELECTRIC,2026-08-27 23:45:00-04:00,2026-08-27 23:59:59-04:00,0
ELECTRIC,2026-08-28 00:00:00-04:00,2026-08-28 00:14:59-04:00,0
ELECTRIC,2026-08-28 00:15:00-04:00,2026-08-28 00:29:59-04:00,0
ELECTRIC,2026-08-28 00:30:00-04:00,2026-08-28 00:44:59-04:00,0
ELECTRIC,2026-08-28 00:45:00-04:00,2026-08-28 00:59:59-04:00,0
ELECTRIC,2026-08-28 01:00:00-04:00,2026-08-28 01:14:59-04:00,0
ELECTRIC,2026-08-28 01:15:00-04:00,2026-08-28 01:29:59-04:00,0
ELECTRIC,2026-08-28 01:30:00-04:00,2026-08-28 01:44:59-04:00,0
ELECTRIC,2026-08-28 01:45:00-04:00,2026-08-28 01:59:59-04:00,0
ELECTRIC,2026-08-28 02:00:00-04:00,2026-08-28 02:14:59-04:00,0
ELECTRIC,2026-08-28 02:15:00-04:00,2026-08-28 02:29:59-04:00,0
ELECTRIC,2026-08-28 02:30:00-04:00,2026-08-28 02:44:59-04:00,0
ELECTRIC,2026-08-28 02:45:00-04:00,2026-08-28 02:59:59-04:00,0
ELECTRIC,2026-08-28 03:00:00-04:00,2026-08-28 03:14:59-04:00,0
ELECTRIC,2026-08-28 03:15:00-04:00,2026-08-28 03:29:59-04:00,0
ELECTRIC,2026-08-28 03:30:00-04:00,2026-08-28 03:44:59-04:00,0
ELECTRIC,2026-08-28 03:45:00-04:00,2026-08-28 03:59:59-04:00,0
ELECTRIC,2026-08-28 04:00:00-04:00,2026-08-28 04:14:59-04:00,0
ELECTRIC,2026-08-28 04:15:00-04:00,2026-08-28 04:29:59-04:00,0
ELECTRIC,2026-08-28 04:30:00-04:00,2026-08-28 04:44:59-04:00,0
ELECTRIC,2026-08-28 04:45:00-04:00,2026-08-28 04:59:59-04:00,0
ELECTRIC,2026-08-28 05:00:00-04:00,2026-08-28 05:14:59-04:00,0
ELECTRIC,2026-08-28 05:15:00-04:00,2026-08-28 05:29:59-04:00,0
ELECTRIC,2026-08-28 05:30:00-04:00,2026-08-28 05:44:59-04:00,0
ELECTRIC,2026-08-28 05:45:00-04:00,2026-08-28 05:59:59-04:00,0
ELECTRIC,2026-08-28 06:00:00-04:00,2026-08-28 06:14:59-04:00,0
ELECTRIC,2026-08-28 06:15:00-04:00,2026-08-28 06:29:59-04:00,0
ELECTRIC,2026-08-28 06:30:00-04:00,2026-08-28 06:44:59-04:00,0
ELECTRIC,2026-08-28 06:45:00-04:00,2026-08-28 06:59:59-04:00,0
ELECTRIC,2026-08-28 07:00:00-04:00,2026-08-28 07:14:59-04:00,0
ELECTRIC,2026-08-28 07:15:00-04:00,2026-08-28 07:29:59-04:00,0
ELECTRIC,2026-08-28 07:30:00-04:00,2026-08-28 07:44:59-04:00,0
ELECTRIC,2026-08-28 07:45:00-04:00,2026-08-28 07:59:59-04:00,0
ELECTRIC,2026-08-28 08:00:00-04:00,2026-08-28 08:14:59-04:00,0
ELECTRIC,2026-08-28 08:15:00-04:00,2026-08-28 08:29:59-04:00,0
ELECTRIC,2026-08-28 08:30:00-04:00,2026-08-28 08:44:59-04:00,-5
ELECTRIC,2026-08-28 08:45:00-04:00,2026-08-28 08:59:59-04:00,-15
ELECTRIC,2026-08-28 09:00:00-04:00,2026-08-28 09:14:59-04:00,-1
ELECTRIC,2026-08-28 09:15:00-04:00,2026-08-28 09:29:59-04:00,-2
ELECTRIC,2026-08-28 09:30:00-04:00,2026-08-28 09:44:59-04:00,-11
ELECTRIC,2026-08-28 09:45:00-04:00,2026-08-28 09:59:59-04:00,0
ELECTRIC,2026-08-28 10:00:00-04:00,2026-08-28 10:14:59-04:00,0
ELECTRIC,2026-08-28 10:15:00-04:00,2026-08-28 10:29:59-04:00,0
ELECTRIC,2026-08-28 10:30:00-04:00,2026-08-28 10:44:59-04:00,-46
ELECTRIC,2026-08-28 10:45:00-04:00,2026-08-28 10:59:59-04:00,-75
ELECTRIC,2026-08-28 11:00:00-04:00,2026-08-28 11:14:59-04:00,0
ELECTRIC,2026-08-28 11:15:00-04:00,2026-08-28 11:29:59-04:00,0
ELECTRIC,2026-08-28 11:30:00-04:00,2026-08-28 11:44:59-04:00,0
ELECTRIC,2026-08-28 11:45:00-04:00,2026-08-28 11:59:59-04:00,-8
ELECTRIC,2026-08-28 12:00:00-04:00,2026-08-28 12:14:59-04:00,0
ELECTRIC,2026-08-28 12:15:00-04:00,2026-08-28 12:29:59-04:00,-2
ELECTRIC,2026-08-28 12:30:00-04:00,2026-08-28 12:44:59-04:00,-2
ELECTRIC,2026-08-28 12:45:00-04:00,2026-08-28 12:59:59-04:00,-37
ELECTRIC,2026-08-28 13:00:00-04:00,2026-08-28 13:14:59-04:00,-69
ELECTRIC,2026-08-28 13:15:00-04:00,2026-08-28 13:29:59-04:00,-40
ELECTRIC,2026-08-28 13:30:00-04:00,2026-08-28 13:44:59-04:00,-65
ELECTRIC,2026-08-28 13:45:00-04:00,2026-08-28 13:59:59-04:00,0
ELECTRIC,2026-08-28 14:00:00-04:00,2026-08-28 14:14:59-04:00,-20
ELECTRIC,2026-08-28 14:15:00-04:00,2026-08-28 14:29:59-04:00,-41
ELECTRIC,2026-08-28 14:30:00-04:00,2026-08-28 14:44:59-04:00,-15
ELECTRIC,2026-08-28 14:45:00-04:00,2026-08-28 14:59:59-04:00,0
ELECTRIC,2026-08-28 15:00:00-04:00,2026-08-28 15:14:59-04:00,-26
ELECTRIC,2026-08-28 15:15:00-04:00,2026-08-28 15:29:59-04:00,0
ELECTRIC,2026-08-28 15:30:00-04:00,2026-08-28 15:44:59-04:00,0
ELECTRIC,2026-08-28 15:45:00-04:00,2026-08-28 15:59:59-04:00,0
ELECTRIC,2026-08-28 16:00:00-04:00,2026-08-28 16:14:59-04:00,0
ELECTRIC,2026-08-28 16:15:00-04:00,2026-08-28 16:29:59-04:00,0
ELECTRIC,2026-08-28 16:30:00-04:00,2026-08-28 16:44:59-04:00,0
ELECTRIC,2026-08-28 16:45:00-04:00,2026-08-28 16:59:59-04:00,0
ELECTRIC,2026-08-28 17:00:00-04:00,2026-08-28 17:14:59-04:00,0
ELECTRIC,2026-08-28 17:15:00-04:00,2026-08-28 17:29:59-04:00,0
ELECTRIC,2026-08-28 17:30:00-04:00,2026-08-28 17:44:59-04:00,0
ELECTRIC,2026-08-28 17:45:00-04:00,2026-08-28 17:59:59-04:00,0
ELECTRIC,2026-08-28 18:00:00-04:00,2026-08-28 18:14:59-04:00,0
ELECTRIC,2026-08-28 18:15:00-04:00,2026-08-28 18:29:59-04:00,0
ELECTRIC,2026-08-28 18:30:00-04:00,2026-08-28 18:44:59-04:00,0
ELECTRIC,2026-08-28 18:45:00-04:00,2026-08-28 18:59:59-04:00,0
ELECTRIC,2026-08-28 19:00:00-04:00,2026-08-28 19:14:59-04:00,0
ELECTRIC,2026-08-28 19:15:00-04:00,2026-08-28 19:29:59-04:00,0
ELECTRIC,2026-08-28 19:30:00-04:00,2026-08-28 19:44:59-04:00,0
ELECTRIC,2026-08-28 19:45:00-04:00,2026-08-28 19:59:59-04:00,0
ELECTRIC,2026-08-28 20:00:00-04:00,2026-08-28 20:14:59-04:00,0
ELECTRIC,2026-08-28 20:15:00-04:00,2026-08-28 20:29:59-04:00,0
ELECTRIC,2026-08-28 20:30:00-04:00,2026-08-28 20:44:59-04:00,0
ELECTRIC,2026-08-28 20:45:00-04:00,2026-08-28 20:59:59-04:00,0
ELECTRIC,2026-08-28 21:00:00-04:00,2026-08-28 21:14:59-04:00,0
ELECTRIC,2026-08-28 21:15:00-04:00,2026-08-28 21:29:59-04:00,0
ELECTRIC,2026-08-28 21:30:00-04:00,2026-08-28 21:44:59-04:00,0
ELECTRIC,2026-08-28 21:45:00-04:00,2026-08-28 21:59:59-04:00,0
ELECTRIC,2026-08-28 22:00:00-04:00,2026-08-28 22:14:59-04:00,0
ELECTRIC,2026-08-28 22:15:00-04:00,2026-08-28 22:29:59-04:00,0
ELECTRIC,2026-08-28 22:30:00-04:00,2026-08-28 22:44:59-04:00,0
ELECTRIC,2026-08-28 22:45:00-04:00,2026-08-28 22:59:59-04:00,0
ELECTRIC,2026-08-28 23:00:00-04:00,2026-08-28 23:14:59-04:00,0
ELECTRIC,2026-08-28 23:15:00-04:00,2026-08-28 23:29:59-04:00,0
ELECTRIC,2026-08-28 23:30:00-04:00,2026-08-28 23:44:59-04:00,0
ELECTRIC,2026-08-28 23:45:00-04:00,2026-08-28 23:59:59-04:00,0
ELECTRIC,2026-08-29 00:00:00-04:00,2026-08-29 00:14:59-04:00,0
ELECTRIC,2026-08-29 00:15:00-04:00,2026-08-29 00:29:59-04:00,0
ELECTRIC,2026-08-29 00:30:00-04:00,2026-08-29 00:44:59-04:00,0
ELECTRIC,2026-08-29 00:45:00-04:00,2026-08-29 00:59:59-04:00,0
ELECTRIC,2026-08-29 01:00:00-04:00,2026-08-29 01:14:59-04:00,0
ELECTRIC,2026-08-29 01:15:00-04:00,2026-08-29 01:29:59-04:00,0
ELECTRIC,2026-08-29 01:30:00-04:00,2026-08-29 01:44:59-04:00,0
ELECTRIC,2026-08-29 01:45:00-04:00,2026-08-29 01:59:59-04:00,0
ELECTRIC,2026-08-29 02:00:00-04:00,2026-08-29 02:14:59-04:00,0
ELECTRIC,2026-08-29 02:15:00-04:00,2026-08-29 02:29:59-04:00,0
ELECTRIC,2026-08-29 02:30:00-04:00,2026-08-29 02:44:59-04:00,0
ELECTRIC,2026-08-29 02:45:00-04:00,2026-08-29 02:59:59-04:00,0
ELECTRIC,2026-08-29 03:00:00-04:00,2026-08-29 03:14:59-04:00,0
ELECTRIC,2026-08-29 03:15:00-04:00,2026-08-29 03:29:59-04:00,0
ELECTRIC,2026-08-29 03:30:00-04:00,2026-08-29 03:44:59-04:00,0
ELECTRIC,2026-08-29 03:45:00-04:00,2026-08-29 03:59:59-04:00,0
ELECTRIC,2026-08-29 04:00:00-04:00,2026-08-29 04:14:59-04:00,0
ELECTRIC,2026-08-29 04:15:00-04:00,2026-08-29 04:29:59-04:00,0
ELECTRIC,2026-08-29 04:30:00-04:00,2026-08-29 04:44:59-04:00,0
ELECTRIC,2026-08-29 04:45:00-04:00,2026-08-29 04:59:59-04:00,0
ELECTRIC,2026-08-29 05:00:00-04:00,2026-08-29 05:14:59-04:00,0
ELECTRIC,2026-08-29 05:15:00-04:00,2026-08-29 05:29:59-04:00,0
ELECTRIC,2026-08-29 05:30:00-04:00,2026-08-29 05:44:59-04:00,0
ELECTRIC,2026-08-29 05:45:00-04:00,2026-08-29 05:59:59-04:00,0
ELECTRIC,2026-08-29 06:00:00-04:00,2026-08-29 06:14:59-04:00,0
ELECTRIC,2026-08-29 06:15:00-04:00,2026-08-29 06:29:59-04:00,0
ELECTRIC,2026-08-29 06:30:00-04:00,2026-08-29 06:44:59-04:00,0
ELECTRIC,2026-08-29 06:45:00-04:00,2026-08-29 06:59:59-04:00,0
ELECTRIC,2026-08-29 07:00:00-04:00,2026-08-29 07:14:59-04:00,0
ELECTRIC,2026-08-29 07:15:00-04:00,2026-08-29 07:29:59-04:00,0
ELECTRIC,2026-08-29 07:30:00-04:00,2026-08-29 07:44:59-04:00,0
ELECTRIC,2026-08-29 07:45:00-04:00,2026-08-29 07:59:59-04:00,0
ELECTRIC,2026-08-29 08:00:00-04:00,2026-08-29 08:14:59-04:00,0
ELECTRIC,2026-08-29 08:15:00-04:00,2026-08-29 08:29:59-04:00,0
ELECTRIC,2026-08-29 08:30:00-04:00,2026-08-29 08:44:59-04:00,0
ELECTRIC,2026-08-29 08:45:00-04:00,2026-08-29 08:59:59-04:00,0
ELECTRIC,2026-08-29 09:00:00-04:00,2026-08-29 09:14:59-04:00,0
ELECTRIC,2026-08-29 09:15:00-04:00,2026-08-29 09:29:59-04:00,-1
ELECTRIC,2026-08-29 09:30:00-04:00,2026-08-29 09:44:59-04:00,0
ELECTRIC,2026-08-29 09:45:00-04:00,2026-08-29 09:59:59-04:00,0
ELECTRIC,2026-08-29 10:00:00-04:00,2026-08-29 10:14:59-04:00,0
ELECTRIC,2026-08-29 10:15:00-04:00,2026-08-29 10:29:59-04:00,0
ELECTRIC,2026-08-29 10:30:00-04:00,2026-08-29 10:44:59-04:00,-1
ELECTRIC,2026-08-29 10:45:00-04:00,2026-08-29 10:59:59-04:00,-65
ELECTRIC,2026-08-29 11:00:00-04:00,2026-08-29 11:14:59-04:00,-154
ELECTRIC,2026-08-29 11:15:00-04:00,2026-08-29 11:29:59-04:00,0
ELECTRIC,2026-08-29 11:30:00-04:00,2026-08-29 11:44:59-04:00,-225
ELECTRIC,2026-08-29 11:45:00-04:00,2026-08-29 11:59:59-04:00,-34
ELECTRIC,2026-08-29 12:00:00-04:00,2026-08-29 12:14:59-04:00,-201
ELECTRIC,2026-08-29 12:15:00-04:00,2026-08-29 12:29:59-04:00,-221
ELECTRIC,2026-08-29 12:30:00-04:00,2026-08-29 12:44:59-04:00,-204
ELECTRIC,2026-08-29 12:45:00-04:00,2026-08-29 12:59:59-04:00,-626
ELECTRIC,2026-08-29 13:00:00-04:00,2026-08-29 13:14:59-04:00,-256
ELECTRIC,2026-08-29 13:15:00-04:00,2026-08-29 13:29:59-04:00,-324
ELECTRIC,2026-08-29 13:30:00-04:00,2026-08-29 13:44:59-04:00,-733
ELECTRIC,2026-08-29 13:45:00-04:00,2026-08-29 13:59:59-04:00,-263
ELECTRIC,2026-08-29 14:00:00-04:00,2026-08-29 14:14:59-04:00,-232
ELECTRIC,2026-08-29 14:15:00-04:00,2026-08-29 14:29:59-04:00,-13
ELECTRIC,2026-08-29 14:30:00-04:00,2026-08-29 14:44:59-04:00,0
ELECTRIC,2026-08-29 14:45:00-04:00,2026-08-29 14:59:59-04:00,0
ELECTRIC,2026-08-29 15:00:00-04:00,2026-08-29 15:14:59-04:00,0
ELECTRIC,2026-08-29 15:15:00-04:00,2026-08-29 15:29:59-04:00,0
ELECTRIC,2026-08-29 15:30:00-04:00,2026-08-29 15:44:59-04:00,0
ELECTRIC,2026-08-29 15:45:00-04:00,2026-08-29 15:59:59-04:00,-44
ELECTRIC,2026-08-29 16:00:00-04:00,2026-08-29 16:14:59-04:00,-112
ELECTRIC,2026-08-29 16:15:00-04:00,2026-08-29 16:29:59-04:00,-220
ELECTRIC,2026-08-29 16:30:00-04:00,2026-08-29 16:44:59-04:00,-13
ELECTRIC,2026-08-29 16:45:00-04:00,2026-08-29 16:59:59-04:00,0
ELECTRIC,2026-08-29 17:00:00-04:00,2026-08-29 17:14:59-04:00,0
ELECTRIC,2026-08-29 17:15:00-04:00,2026-08-29 17:29:59-04:00,0
ELECTRIC,2026-08-29 17:30:00-04:00,2026-08-29 17:44:59-04:00,0
ELECTRIC,2026-08-29 17:45:00-04:00,2026-08-29 17:59:59-04:00,0
ELECTRIC,2026-08-29 18:00:00-04:00,2026-08-29 18:14:59-04:00,0
ELECTRIC,2026-08-29 18:15:00-04:00,2026-08-29 18:29:59-04:00,0
ELECTRIC,2026-08-29 18:30:00-04:00,2026-08-29 18:44:59-04:00,0
ELECTRIC,2026-08-29 18:45:00-04:00,2026-08-29 18:59:59-04:00,0
ELECTRIC,2026-08-29 19:00:00-04:00,2026-08-29 19:14:59-04:00,0
ELECTRIC,2026-08-29 19:15:00-04:00,2026-08-29 19:29:59-04:00,0
ELECTRIC,2026-08-29 19:30:00-04:00,2026-08-29 19:44:59-04:00,0
ELECTRIC,2026-08-29 19:45:00-04:00,2026-08-29 19:59:59-04:00,0
ELECTRIC,2026-08-29 20:00:00-04:00,2026-08-29 20:14:59-04:00,0
ELECTRIC,2026-08-29 20:15:00-04:00,2026-08-29 20:29:59-04:00,0
ELECTRIC,2026-08-29 20:30:00-04:00,2026-08-29 20:44:59-04:00,0
ELECTRIC,2026-08-29 20:45:00-04:00,2026-08-29 20:59:59-04:00,0
ELECTRIC,2026-08-29 21:00:00-04:00,2026-08-29 21:14:59-04:00,0
ELECTRIC,2026-08-29 21:15:00-04:00,2026-08-29 21:29:59-04:00,0
ELECTRIC,2026-08-29 21:30:00-04:00,2026-08-29 21:44:59-04:00,0
ELECTRIC,2026-08-29 21:45:00-04:00,2026-08-29 21:59:59-04:00,0
ELECTRIC,2026-08-29 22:00:00-04:00,2026-08-29 22:14:59-04:00,0
